Table name,Table schema,Object type,Owner,Owner type,Table space,Index table space,Long table space,Organization,Drop rule,Volatile,Row compression mode,Pages saved,Compress,Distribution type,Partition mode,Average row size,Status,Append on model,Row count,Create time,Last used,Altered,Statistic time,Pctfree,Data capture,Size of lock,Logged,Comments,Primary key,Foreign key,Temporal value
SPACEXDATASET,TZZ17214,TABLE,TZZ17214,USER,TZZ17214SPACE1,,,R,NO, ,NONE,0,No compression is enabled, ,NO DATABASE PARTITIONING,142,NORMAL,OFF,101,2022-04-05 21:51:39:386205,2022-04-05,2022-04-05 21:51:39:386205,2022-04-05 21:52:08:861338,-1,NONE,ROW,NO,,,,NO
